danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,audio_features,5JCoSi02qi3jJeHdZXMmR8,spotify:track:5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/tracks/5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/audio-analysis/5JCoSi02qi3jJeHdZXMmR8,152667,4
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,audio_features,2tGvwE8GcFKwNdAXMnlbfl,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/audio-analysis/2tGvwE8GcFKwNdAXMnlbfl,175933,3
0.631,0.881,9,-3.545,1,0.0995,0.00177,4.5e-06,0.0639,0.808,129.981,audio_features,3IX0yuEVvDbnqUwMBB3ouC,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/tracks/3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/audio-analysis/3IX0yuEVvDbnqUwMBB3ouC,184784,4
0.435,0.947,8,-1.896,1,0.117,0.0337,0,0.691,0.503,93.278,audio_features,5Jh1i0no3vJ9u4deXkb4aV,spotify:track:5Jh1i0no3vJ9u4deXkb4aV,https://api.spotify.com/v1/tracks/5Jh1i0no3vJ9u4deXkb4aV,https://api.spotify.com/v1/audio-analysis/5Jh1i0no3vJ9u4deXkb4aV,169717,4
0.726,0.652,10,-5.328,0,0.0779,0.00323,0.003,0.0905,0.625,97.032,audio_features,3QJsSWa0Xo8MfaRn1gr4Be,spotify:track:3QJsSWa0Xo8MfaRn1gr4Be,https://api.spotify.com/v1/tracks/3QJsSWa0Xo8MfaRn1gr4Be,https://api.spotify.com/v1/audio-analysis/3QJsSWa0Xo8MfaRn1gr4Be,133608,4
0.466,0.51,3,-7.31,0,0.0348,0.0842,1.55e-06,0.0912,0.418,67.513,audio_features,75c2zaSdDBSX0A8Jyvm4fO,spotify:track:75c2zaSdDBSX0A8Jyvm4fO,https://api.spotify.com/v1/tracks/75c2zaSdDBSX0A8Jyvm4fO,https://api.spotify.com/v1/audio-analysis/75c2zaSdDBSX0A8Jyvm4fO,137778,4
0.398,0.705,5,-7.07,0,0.0756,0.204,5.13e-05,0.443,0.635,111.487,audio_features,37vVp2sWHuuIBOSl1NswP6,spotify:track:37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/tracks/37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/audio-analysis/37vVp2sWHuuIBOSl1NswP6,145668,4
0.555,0.773,8,-9.019,0,0.121,0.0236,0.000941,0.0715,0.255,124.953,audio_features,2GWCZJWundoYi5IloWIgTX,spotify:track:2GWCZJWundoYi5IloWIgTX,https://api.spotify.com/v1/tracks/2GWCZJWundoYi5IloWIgTX,https://api.spotify.com/v1/audio-analysis/2GWCZJWundoYi5IloWIgTX,150721,4
0.39,0.752,7,-7.581,0,0.19,0.108,0.00308,0.555,0.637,128.926,audio_features,4sFGNz4MYpGoz53ZGCwsiE,spotify:track:4sFGNz4MYpGoz53ZGCwsiE,https://api.spotify.com/v1/tracks/4sFGNz4MYpGoz53ZGCwsiE,https://api.spotify.com/v1/audio-analysis/4sFGNz4MYpGoz53ZGCwsiE,127781,1
0.391,0.545,5,-7.648,0,0.0536,0.0754,3.54e-05,0.0853,0.388,148.313,audio_features,75EIDyYc0excxUOzold15R,spotify:track:75EIDyYc0excxUOzold15R,https://api.spotify.com/v1/tracks/75EIDyYc0excxUOzold15R,https://api.spotify.com/v1/audio-analysis/75EIDyYc0excxUOzold15R,125253,4
0.805,0.562,1,-6.995,1,0.172,0.00624,0.145,0.0874,0.393,105.744,audio_features,0H2hzCPL66lueCl5n9qpob,spotify:track:0H2hzCPL66lueCl5n9qpob,https://api.spotify.com/v1/tracks/0H2hzCPL66lueCl5n9qpob,https://api.spotify.com/v1/audio-analysis/0H2hzCPL66lueCl5n9qpob,122576,4
0.542,0.729,2,-7.453,1,0.0881,0.0977,8.97e-06,0.488,0.337,120.879,audio_features,6nStBZGqGgTR87MrBpNza0,spotify:track:6nStBZGqGgTR87MrBpNza0,https://api.spotify.com/v1/tracks/6nStBZGqGgTR87MrBpNza0,https://api.spotify.com/v1/audio-analysis/6nStBZGqGgTR87MrBpNza0,124959,4
0.574,0.562,0,-10.563,1,0.052,0.0149,0.124,0.0874,0.0645,145.044,audio_features,6s0mCmiQV9HzfTfKvG14a1,spotify:track:6s0mCmiQV9HzfTfKvG14a1,https://api.spotify.com/v1/tracks/6s0mCmiQV9HzfTfKvG14a1,https://api.spotify.com/v1/audio-analysis/6s0mCmiQV9HzfTfKvG14a1,129931,4
0.64,0.69,5,-6.637,0,0.207,0.0169,1.9e-06,0.152,0.629,121.048,audio_features,5ff77CZZUpY8Gvu5GuA6vb,spotify:track:5ff77CZZUpY8Gvu5GuA6vb,https://api.spotify.com/v1/tracks/5ff77CZZUpY8Gvu5GuA6vb,https://api.spotify.com/v1/audio-analysis/5ff77CZZUpY8Gvu5GuA6vb,137851,4
0.722,0.709,9,-4.95,1,0.0273,0.0633,0,0.0804,0.604,81.012,audio_features,2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,171292,4
0.504,0.624,8,-7.444,1,0.428,0.476,0,0.0996,0.333,94.522,audio_features,5UcUppRaEIBMIHXiUFl7LI,spotify:track:5UcUppRaEIBMIHXiUFl7LI,https://api.spotify.com/v1/tracks/5UcUppRaEIBMIHXiUFl7LI,https://api.spotify.com/v1/audio-analysis/5UcUppRaEIBMIHXiUFl7LI,158477,3
0.73,0.639,10,-8.358,0,0.185,0.208,0.00041,0.118,0.337,124.014,audio_features,7CA0mEKqEZ0WFAIlTS4uEl,spotify:track:7CA0mEKqEZ0WFAIlTS4uEl,https://api.spotify.com/v1/tracks/7CA0mEKqEZ0WFAIlTS4uEl,https://api.spotify.com/v1/audio-analysis/7CA0mEKqEZ0WFAIlTS4uEl,296186,4
0.614,0.487,7,-8.486,0,0.0289,0.341,0.0391,0.104,0.215,141.947,audio_features,1nOEnc4w1DeeIFJBw5F2ID,spotify:track:1nOEnc4w1DeeIFJBw5F2ID,https://api.spotify.com/v1/tracks/1nOEnc4w1DeeIFJBw5F2ID,https://api.spotify.com/v1/audio-analysis/1nOEnc4w1DeeIFJBw5F2ID,181690,4
0.689,0.634,10,-6.161,1,0.0332,0.19,0,0.0987,0.324,119.024,audio_features,5OKlj1PEpzA4g0JSljysE9,spotify:track:5OKlj1PEpzA4g0JSljysE9,https://api.spotify.com/v1/tracks/5OKlj1PEpzA4g0JSljysE9,https://api.spotify.com/v1/audio-analysis/5OKlj1PEpzA4g0JSljysE9,206092,4
0.663,0.819,2,-5.274,1,0.184,0.473,0,0.242,0.715,160.115,audio_features,3Lm5jGGulOPH2TRlpPqL9H,spotify:track:3Lm5jGGulOPH2TRlpPqL9H,https://api.spotify.com/v1/tracks/3Lm5jGGulOPH2TRlpPqL9H,https://api.spotify.com/v1/audio-analysis/3Lm5jGGulOPH2TRlpPqL9H,140129,4
0.728,0.727,2,-3.585,1,0.206,0.0128,0,0.0882,0.891,143.144,audio_features,6V81K1OcvYgHEnCA6A2Qx9,spotify:track:6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/tracks/6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/audio-analysis/6V81K1OcvYgHEnCA6A2Qx9,171467,4
0.564,0.525,7,-7.449,0,0.0259,0.338,0.000812,0.121,0.228,141.977,audio_features,6FEV8FeTA9kKU2sLTSJw7V,spotify:track:6FEV8FeTA9kKU2sLTSJw7V,https://api.spotify.com/v1/tracks/6FEV8FeTA9kKU2sLTSJw7V,https://api.spotify.com/v1/audio-analysis/6FEV8FeTA9kKU2sLTSJw7V,180400,4
0.815,0.613,0,-6.528,1,0.0509,0.287,0,0.255,0.588,113.017,audio_features,1eVpgP96bdSfpXGIpz7uZR,spotify:track:1eVpgP96bdSfpXGIpz7uZR,https://api.spotify.com/v1/tracks/1eVpgP96bdSfpXGIpz7uZR,https://api.spotify.com/v1/audio-analysis/1eVpgP96bdSfpXGIpz7uZR,138318,4
0.646,0.447,11,-10.022,1,0.0327,0.811,0,0.369,0.497,75.898,audio_features,60aoMGaYBzlNEJPX6w8oAA,spotify:track:60aoMGaYBzlNEJPX6w8oAA,https://api.spotify.com/v1/tracks/60aoMGaYBzlNEJPX6w8oAA,https://api.spotify.com/v1/audio-analysis/60aoMGaYBzlNEJPX6w8oAA,153668,4
0.786,0.854,10,-2.4,0,0.0741,0.169,2.39e-05,0.106,0.522,117.994,audio_features,0LZy30mVmxqUpdQmaXKXBd,spotify:track:0LZy30mVmxqUpdQmaXKXBd,https://api.spotify.com/v1/tracks/0LZy30mVmxqUpdQmaXKXBd,https://api.spotify.com/v1/audio-analysis/0LZy30mVmxqUpdQmaXKXBd,278644,4
0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,audio_features,7iUtQNMRB8ZkKC4AmEuCJC,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,https://api.spotify.com/v1/tracks/7iUtQNMRB8ZkKC4AmEuCJC,https://api.spotify.com/v1/audio-analysis/7iUtQNMRB8ZkKC4AmEuCJC,174230,4
0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,audio_features,7ABLbnD53cQK00mhcaOUVG,spotify:track:7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG,197920,4
0.827,0.677,9,-6.342,1,0.072,0.0529,0,0.402,0.599,91.985,audio_features,0QoaFLmBJyuVuzOIGy6iCS,spotify:track:0QoaFLmBJyuVuzOIGy6iCS,https://api.spotify.com/v1/tracks/0QoaFLmBJyuVuzOIGy6iCS,https://api.spotify.com/v1/audio-analysis/0QoaFLmBJyuVuzOIGy6iCS,229738,4
0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,audio_features,4HYDUMY0xSpeBr0AMY9cUz,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,https://api.spotify.com/v1/tracks/4HYDUMY0xSpeBr0AMY9cUz,https://api.spotify.com/v1/audio-analysis/4HYDUMY0xSpeBr0AMY9cUz,219048,4
0.715,0.642,10,-7.492,0,0.0515,0.0687,0,0.0997,0.169,105.964,audio_features,4PA1wK0leCjmRZlP5dQ8Lv,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,https://api.spotify.com/v1/tracks/4PA1wK0leCjmRZlP5dQ8Lv,https://api.spotify.com/v1/audio-analysis/4PA1wK0leCjmRZlP5dQ8Lv,191321,4
0.677,0.719,1,-3.489,0,0.145,0.299,0,0.0978,0.558,97.948,audio_features,7y8wfdPTJT94sIs6LnGDJC,spotify:track:7y8wfdPTJT94sIs6LnGDJC,https://api.spotify.com/v1/tracks/7y8wfdPTJT94sIs6LnGDJC,https://api.spotify.com/v1/audio-analysis/7y8wfdPTJT94sIs6LnGDJC,225155,4
0.715,0.611,4,-5.094,0,0.0519,0.176,0,0.0949,0.776,79.971,audio_features,655JkvIwu2rDCaD1hPf04g,spotify:track:655JkvIwu2rDCaD1hPf04g,https://api.spotify.com/v1/tracks/655JkvIwu2rDCaD1hPf04g,https://api.spotify.com/v1/audio-analysis/655JkvIwu2rDCaD1hPf04g,195333,4
0.832,0.871,9,-1.81,0,0.0527,0.201,0,0.0856,0.743,106.993,audio_features,2vh03XeMmNRwxiAztk01Pe,spotify:track:2vh03XeMmNRwxiAztk01Pe,https://api.spotify.com/v1/tracks/2vh03XeMmNRwxiAztk01Pe,https://api.spotify.com/v1/audio-analysis/2vh03XeMmNRwxiAztk01Pe,197383,4
0.677,0.722,2,-4.443,0,0.0626,0.538,0,0.11,0.786,172.0,audio_features,1A9PKAFEHMWgXNLpgf7k4J,spotify:track:1A9PKAFEHMWgXNLpgf7k4J,https://api.spotify.com/v1/tracks/1A9PKAFEHMWgXNLpgf7k4J,https://api.spotify.com/v1/audio-analysis/1A9PKAFEHMWgXNLpgf7k4J,173452,4
0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,audio_features,6a9Z1jUms915w4O7N1PxjY,spotify:track:6a9Z1jUms915w4O7N1PxjY,https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY,https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY,193039,4
0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,audio_features,2BEcap3xJtmiPaHKyfQi4e,spotify:track:2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/tracks/2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/audio-analysis/2BEcap3xJtmiPaHKyfQi4e,209884,4
0.713,0.577,1,-9.367,0,0.0436,0.0286,0,0.165,0.387,115.021,audio_features,2naJy8SKJ27gj6ZhRPDKaz,spotify:track:2naJy8SKJ27gj6ZhRPDKaz,https://api.spotify.com/v1/tracks/2naJy8SKJ27gj6ZhRPDKaz,https://api.spotify.com/v1/audio-analysis/2naJy8SKJ27gj6ZhRPDKaz,275478,4
0.581,0.673,0,-4.421,0,0.0549,0.0768,0,0.4,0.621,160.075,audio_features,4UBKe75v9DYcehHirq4ot4,spotify:track:4UBKe75v9DYcehHirq4ot4,https://api.spotify.com/v1/tracks/4UBKe75v9DYcehHirq4ot4,https://api.spotify.com/v1/audio-analysis/4UBKe75v9DYcehHirq4ot4,171817,4
0.739,0.549,8,-6.147,0,0.178,0.0135,0,0.112,0.345,127.055,audio_features,4Nu07kdmj2GDenygAFmuT8,spotify:track:4Nu07kdmj2GDenygAFmuT8,https://api.spotify.com/v1/tracks/4Nu07kdmj2GDenygAFmuT8,https://api.spotify.com/v1/audio-analysis/4Nu07kdmj2GDenygAFmuT8,260000,4
0.708,0.56,9,-7.132,1,0.129,0.0668,0,0.111,0.411,163.043,audio_features,7FfpP3YZ6fOWMdxkIAtud9,spotify:track:7FfpP3YZ6fOWMdxkIAtud9,https://api.spotify.com/v1/tracks/7FfpP3YZ6fOWMdxkIAtud9,https://api.spotify.com/v1/audio-analysis/7FfpP3YZ6fOWMdxkIAtud9,230520,4
0.857,0.772,10,-4.737,0,0.195,0.188,0.00181,0.0851,0.589,94.03,audio_features,28O1p0bQXH2F6Qn8jBZZR4,spotify:track:28O1p0bQXH2F6Qn8jBZZR4,https://api.spotify.com/v1/tracks/28O1p0bQXH2F6Qn8jBZZR4,https://api.spotify.com/v1/audio-analysis/28O1p0bQXH2F6Qn8jBZZR4,164765,4
0.762,0.609,8,-5.934,0,0.0369,0.042,2.78e-06,0.25,0.266,99.971,audio_features,7d7xucQmFY7PoESyJm2V9J,spotify:track:7d7xucQmFY7PoESyJm2V9J,https://api.spotify.com/v1/tracks/7d7xucQmFY7PoESyJm2V9J,https://api.spotify.com/v1/audio-analysis/7d7xucQmFY7PoESyJm2V9J,166796,4
0.759,0.717,0,-5.014,1,0.115,0.0672,0.000455,0.131,0.195,99.946,audio_features,4o1DxRjMCHDwBiOKv88rOl,spotify:track:4o1DxRjMCHDwBiOKv88rOl,https://api.spotify.com/v1/tracks/4o1DxRjMCHDwBiOKv88rOl,https://api.spotify.com/v1/audio-analysis/4o1DxRjMCHDwBiOKv88rOl,251929,4
0.521,0.682,1,-5.642,0,0.14,0.162,0,0.1,0.208,177.826,audio_features,1AAkIj1NSdpaoOZYctGnrg,spotify:track:1AAkIj1NSdpaoOZYctGnrg,https://api.spotify.com/v1/tracks/1AAkIj1NSdpaoOZYctGnrg,https://api.spotify.com/v1/audio-analysis/1AAkIj1NSdpaoOZYctGnrg,124516,4
0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4
0.641,0.365,7,-11.765,1,0.027,0.434,8.49e-06,0.297,0.343,134.874,audio_features,3vjs2MDHoF9xhylNg6Y9un,spotify:track:3vjs2MDHoF9xhylNg6Y9un,https://api.spotify.com/v1/tracks/3vjs2MDHoF9xhylNg6Y9un,https://api.spotify.com/v1/audio-analysis/3vjs2MDHoF9xhylNg6Y9un,272157,4
0.558,0.522,0,-9.161,1,0.0278,0.112,0.0273,0.0686,0.674,179.982,audio_features,5hS8s1Vf4CeSRBT1bTWa39,spotify:track:5hS8s1Vf4CeSRBT1bTWa39,https://api.spotify.com/v1/tracks/5hS8s1Vf4CeSRBT1bTWa39,https://api.spotify.com/v1/audio-analysis/5hS8s1Vf4CeSRBT1bTWa39,252987,4
0.635,0.612,5,-7.371,1,0.027,0.0601,0.0035,0.787,0.545,99.972,audio_features,1yQkAv4xtapCBCzI8q1QGF,spotify:track:1yQkAv4xtapCBCzI8q1QGF,https://api.spotify.com/v1/tracks/1yQkAv4xtapCBCzI8q1QGF,https://api.spotify.com/v1/audio-analysis/1yQkAv4xtapCBCzI8q1QGF,177642,4
0.827,0.69,9,-6.998,0,0.0347,0.0679,0.573,0.101,0.617,140.972,audio_features,6L8JVXMBLDZeyhBKr0lrj8,spotify:track:6L8JVXMBLDZeyhBKr0lrj8,https://api.spotify.com/v1/tracks/6L8JVXMBLDZeyhBKr0lrj8,https://api.spotify.com/v1/audio-analysis/6L8JVXMBLDZeyhBKr0lrj8,120808,4
0.966,0.339,9,-7.369,0,0.046,0.0632,0.000264,0.0512,0.961,106.008,audio_features,7KnGAY27aFqgiYySwt7yg5,spotify:track:7KnGAY27aFqgiYySwt7yg5,https://api.spotify.com/v1/tracks/7KnGAY27aFqgiYySwt7yg5,https://api.spotify.com/v1/audio-analysis/7KnGAY27aFqgiYySwt7yg5,128440,4
0.861,0.468,9,-8.214,0,0.0452,0.102,0.176,0.0658,0.918,84.995,audio_features,56sDw3DIGcUStBO5SguYPK,spotify:track:56sDw3DIGcUStBO5SguYPK,https://api.spotify.com/v1/tracks/56sDw3DIGcUStBO5SguYPK,https://api.spotify.com/v1/audio-analysis/56sDw3DIGcUStBO5SguYPK,114742,4
0.745,0.645,7,-8.136,0,0.0564,0.155,0.00111,0.199,0.299,117.012,audio_features,6TorufIR9E06RXo3VhZaae,spotify:track:6TorufIR9E06RXo3VhZaae,https://api.spotify.com/v1/tracks/6TorufIR9E06RXo3VhZaae,https://api.spotify.com/v1/audio-analysis/6TorufIR9E06RXo3VhZaae,184314,4
0.618,0.547,0,-8.015,1,0.027,0.0102,0.000403,0.293,0.572,110.031,audio_features,3HAYmp6l5lYGG8zz4qMbIX,spotify:track:3HAYmp6l5lYGG8zz4qMbIX,https://api.spotify.com/v1/tracks/3HAYmp6l5lYGG8zz4qMbIX,https://api.spotify.com/v1/audio-analysis/3HAYmp6l5lYGG8zz4qMbIX,299546,4
0.837,0.614,0,-8.729,1,0.0338,0.119,0.101,0.0806,0.963,99.996,audio_features,4zzwmX1ntxHBaFWJahkVTx,spotify:track:4zzwmX1ntxHBaFWJahkVTx,https://api.spotify.com/v1/tracks/4zzwmX1ntxHBaFWJahkVTx,https://api.spotify.com/v1/audio-analysis/4zzwmX1ntxHBaFWJahkVTx,110821,4
0.727,0.711,2,-6.549,1,0.078,0.582,0,0.158,0.375,110.012,audio_features,7wLShogStyDeZvL0a6daN5,spotify:track:7wLShogStyDeZvL0a6daN5,https://api.spotify.com/v1/tracks/7wLShogStyDeZvL0a6daN5,https://api.spotify.com/v1/audio-analysis/7wLShogStyDeZvL0a6daN5,233457,4
0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4
0.533,0.355,8,-6.132,1,0.0289,0.497,0,0.174,0.256,137.986,audio_features,6zuPQl2RVqQ4y5nAH61CFC,spotify:track:6zuPQl2RVqQ4y5nAH61CFC,https://api.spotify.com/v1/tracks/6zuPQl2RVqQ4y5nAH61CFC,https://api.spotify.com/v1/audio-analysis/6zuPQl2RVqQ4y5nAH61CFC,208521,4
0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,audio_features,3ERa3mEeOnrh2Mc47qM6T1,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,https://api.spotify.com/v1/tracks/3ERa3mEeOnrh2Mc47qM6T1,https://api.spotify.com/v1/audio-analysis/3ERa3mEeOnrh2Mc47qM6T1,261640,4
0.726,0.779,4,-5.432,0,0.0551,0.0137,0.000235,0.365,0.539,119.031,audio_features,6Y4rniIxibegzsg8cdWAWV,spotify:track:6Y4rniIxibegzsg8cdWAWV,https://api.spotify.com/v1/tracks/6Y4rniIxibegzsg8cdWAWV,https://api.spotify.com/v1/audio-analysis/6Y4rniIxibegzsg8cdWAWV,240254,4
0.57,0.816,11,-5.378,0,0.153,0.574,0,0.737,0.844,106.152,audio_features,1VxEaXbIq3xAvqh80xP67w,spotify:track:1VxEaXbIq3xAvqh80xP67w,https://api.spotify.com/v1/tracks/1VxEaXbIq3xAvqh80xP67w,https://api.spotify.com/v1/audio-analysis/1VxEaXbIq3xAvqh80xP67w,189639,4
0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4
0.755,0.43,1,-7.482,1,0.0359,0.302,2.71e-06,0.121,0.325,115.964,audio_features,2UDARQiksl207HcSduDpov,spotify:track:2UDARQiksl207HcSduDpov,https://api.spotify.com/v1/tracks/2UDARQiksl207HcSduDpov,https://api.spotify.com/v1/audio-analysis/2UDARQiksl207HcSduDpov,257699,4
0.617,0.904,11,-5.371,1,0.341,0.317,0,0.507,0.764,151.926,audio_features,0K9tfzrxJyCQIf7oAlPwaK,spotify:track:0K9tfzrxJyCQIf7oAlPwaK,https://api.spotify.com/v1/tracks/0K9tfzrxJyCQIf7oAlPwaK,https://api.spotify.com/v1/audio-analysis/0K9tfzrxJyCQIf7oAlPwaK,274766,4
0.525,0.456,1,-7.042,1,0.0798,0.382,0,0.167,0.342,126.691,audio_features,7x5ziCOQFir0AQN8dFisK6,spotify:track:7x5ziCOQFir0AQN8dFisK6,https://api.spotify.com/v1/tracks/7x5ziCOQFir0AQN8dFisK6,https://api.spotify.com/v1/audio-analysis/7x5ziCOQFir0AQN8dFisK6,227250,4
0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,audio_features,3Pbp7cUCx4d3OAkZSCoNvn,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,https://api.spotify.com/v1/tracks/3Pbp7cUCx4d3OAkZSCoNvn,https://api.spotify.com/v1/audio-analysis/3Pbp7cUCx4d3OAkZSCoNvn,159636,4
0.696,0.47,4,-9.976,1,0.0312,0.299,0,0.153,0.305,123.906,audio_features,7hVZJGsh5fxFtwaqgJq1nf,spotify:track:7hVZJGsh5fxFtwaqgJq1nf,https://api.spotify.com/v1/tracks/7hVZJGsh5fxFtwaqgJq1nf,https://api.spotify.com/v1/audio-analysis/7hVZJGsh5fxFtwaqgJq1nf,164227,4
0.609,0.366,7,-10.68,1,0.0268,0.674,0,0.0873,0.33,137.307,audio_features,0xVwILVFkJ1JECDhRUQB57,spotify:track:0xVwILVFkJ1JECDhRUQB57,https://api.spotify.com/v1/tracks/0xVwILVFkJ1JECDhRUQB57,https://api.spotify.com/v1/audio-analysis/0xVwILVFkJ1JECDhRUQB57,178005,4
0.602,0.359,10,-14.364,1,0.0346,0.327,1.94e-05,0.107,0.319,88.038,audio_features,0DkZi0It78PGI6Nn7toKwR,spotify:track:0DkZi0It78PGI6Nn7toKwR,https://api.spotify.com/v1/tracks/0DkZi0It78PGI6Nn7toKwR,https://api.spotify.com/v1/audio-analysis/0DkZi0It78PGI6Nn7toKwR,195243,4
0.584,0.488,7,-9.615,1,0.0303,0.242,0,0.348,0.365,147.892,audio_features,3ruJjAt0eybFoPw0g0h7ZT,spotify:track:3ruJjAt0eybFoPw0g0h7ZT,https://api.spotify.com/v1/tracks/3ruJjAt0eybFoPw0g0h7ZT,https://api.spotify.com/v1/audio-analysis/3ruJjAt0eybFoPw0g0h7ZT,159636,4
0.597,0.559,9,-8.48,1,0.0281,0.513,2.35e-05,0.252,0.488,148.072,audio_features,2g78JEbdTOBvm7kBNtDZHH,spotify:track:2g78JEbdTOBvm7kBNtDZHH,https://api.spotify.com/v1/tracks/2g78JEbdTOBvm7kBNtDZHH,https://api.spotify.com/v1/audio-analysis/2g78JEbdTOBvm7kBNtDZHH,191579,4
0.61,0.523,4,-11.173,1,0.0257,0.336,1.98e-05,0.112,0.386,139.945,audio_features,2vwkP6LvUet0QeNhWBuQwL,spotify:track:2vwkP6LvUet0QeNhWBuQwL,https://api.spotify.com/v1/tracks/2vwkP6LvUet0QeNhWBuQwL,https://api.spotify.com/v1/audio-analysis/2vwkP6LvUet0QeNhWBuQwL,185488,4
0.806,0.261,4,-10.028,1,0.0339,0.718,0,0.09,0.365,120.999,audio_features,4qq3bnY0DcdeLNNjdeGonR,spotify:track:4qq3bnY0DcdeLNNjdeGonR,https://api.spotify.com/v1/tracks/4qq3bnY0DcdeLNNjdeGonR,https://api.spotify.com/v1/audio-analysis/4qq3bnY0DcdeLNNjdeGonR,167765,4
0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3
0.731,0.861,8,-5.483,0,0.0532,0.0193,0,0.123,0.759,127.922,audio_features,3dj4wgM3cPeuLwMNHDuBon,spotify:track:3dj4wgM3cPeuLwMNHDuBon,https://api.spotify.com/v1/tracks/3dj4wgM3cPeuLwMNHDuBon,https://api.spotify.com/v1/audio-analysis/3dj4wgM3cPeuLwMNHDuBon,212649,4
0.619,0.61,6,-5.552,0,0.0298,0.0508,0,0.0658,0.6,107.941,audio_features,0IdwfnHFfyb7zc7GFs75QQ,spotify:track:0IdwfnHFfyb7zc7GFs75QQ,https://api.spotify.com/v1/tracks/0IdwfnHFfyb7zc7GFs75QQ,https://api.spotify.com/v1/audio-analysis/0IdwfnHFfyb7zc7GFs75QQ,192317,4
0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,audio_features,6cLrGfKIIRHYQw7S0mCDhA,spotify:track:6cLrGfKIIRHYQw7S0mCDhA,https://api.spotify.com/v1/tracks/6cLrGfKIIRHYQw7S0mCDhA,https://api.spotify.com/v1/audio-analysis/6cLrGfKIIRHYQw7S0mCDhA,244235,4
